	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.26180601119995117	8300	0	2	negros	NC	10	negros
1	1	0.15091629326343536	9310	0	2	negros	AQ	9	iguales
2	2	0.05032656341791153	6707	0	2	negros	AQ	8	blancos
3	3	0.03546404466032982	26837	0	2	negros	AQ	7	racistas
4	4	0.03285905346274376	7724	0	2	negros	AQ	6	malos
5	5	0.028514917939901352	3	0	2	negros	AQ	5	[unk]
6	6	0.017718523740768433	3840	0	2	negros	RG	4	asi
7	7	0.016111774370074272	1399	0	2	negros	PI	3	todos
8	8	0.014828458428382874	17211	0	2	negros	AQ	2	violentos
9	9	0.012866133823990822	2931	0	2	negros	AQ	1	buenos
0	0	0.1716109812259674	17211	1	2	negros	AQ	10	violentos
1	1	0.06650714576244354	8300	1	2	negros	AQ	9	negros
2	2	0.06600619852542877	27749	1	2	negros	AQ	8	marginados
3	3	0.06088156998157501	3	1	2	negros	AQ	7	[unk]
4	4	0.0322648361325264	6707	1	2	negros	AQ	6	blancos
5	5	0.024698397144675255	26837	1	2	negros	AQ	5	racistas
6	6	0.02205682545900345	20462	1	2	negros	AQ	4	homosexuales
7	7	0.017544226720929146	14521	1	2	negros	VMP	3	asesinados
8	8	0.016797544434666634	17834	1	2	negros	AQ	2	raros
9	9	0.014404648914933205	7155	1	2	negros	AQ	1	adultos
0	0	0.13146616518497467	26837	2	2	negros	AQ	10	racistas
1	1	0.06612785160541534	10938	2	2	negros	NC	9	criminales
2	2	0.060468290001153946	23109	2	2	negros	NC	8	perdedores
3	3	0.053662799298763275	8300	2	2	negros	AQ	7	negros
4	4	0.05096906051039696	9310	2	2	negros	AQ	6	iguales
5	5	0.04785032570362091	15374	2	2	negros	NC	5	delincuentes
6	6	0.04724227637052536	15031	2	2	negros	NC	4	cerdos
7	7	0.0328013151884079	13341	2	2	negros	NC	3	monstruos
8	8	0.028248660266399384	10888	2	2	negros	NC	2	idiotas
9	9	0.023224441334605217	7724	2	2	negros	AQ	1	malos
0	0	0.12014452368021011	3521	3	2	negros	AQ	10	importantes
1	1	0.08982915431261063	17834	3	2	negros	AQ	9	raros
2	2	0.03828505426645279	6022	3	2	negros	AQ	8	comunes
3	3	0.038073547184467316	6559	3	2	negros	AQ	7	numerosos
4	4	0.03480403125286102	20767	3	2	negros	AQ	6	abundantes
5	5	0.03405653312802315	17138	3	2	negros	AQ	5	escasos
6	6	0.031831879168748856	3	3	2	negros	AQ	4	[unk]
7	7	0.026300866156816483	7496	3	2	negros	AQ	3	altos
8	8	0.02349814400076866	9561	3	2	negros	AQ	2	populares
9	9	0.022615384310483932	10720	3	2	negros	NC	1	inmigrantes
0	0	0.14399363100528717	9310	4	2	negros	AQ	10	iguales
1	1	0.08891662955284119	3	4	2	negros	AQ	9	[unk]
2	2	0.03127852454781532	26837	4	2	negros	AQ	8	racistas
3	3	0.028609706088900566	7442	4	2	negros	AQ	7	libres
4	4	0.028229644522070885	9375	4	2	negros	AQ	6	bienvenidos
5	5	0.028096506372094154	9561	4	2	negros	AQ	5	populares
6	6	0.01953006163239479	9432	4	2	negros	AQ	4	ricos
7	7	0.018206467851996422	1008	4	2	negros	Fp	3	.
8	8	0.0164455845952034	12132	4	2	negros	AQ	2	ilegales
9	9	0.01623483933508396	11001	4	2	negros	AQ	1	verdes
0	0	0.18880422413349152	9375	5	2	negros	AQ	10	bienvenidos
1	1	0.18422245979309082	17834	5	2	negros	AQ	9	raros
2	2	0.036818213760852814	17138	5	2	negros	AQ	8	escasos
3	3	0.034737586975097656	3521	5	2	negros	AQ	7	importantes
4	4	0.029081474989652634	6022	5	2	negros	AQ	6	comunes
5	5	0.02788678929209709	18224	5	2	negros	AQ	5	baratos
6	6	0.027086937800049782	20767	5	2	negros	AQ	4	abundantes
7	7	0.023455051705241203	9561	5	2	negros	AQ	3	populares
8	8	0.021799055859446526	22355	5	2	negros	AQ	2	atractivos
9	9	0.018820621073246002	3	5	2	negros	AQ	1	[unk]
0	0	0.4734543263912201	8300	6	2	negros	NC	10	negros
1	1	0.4039686918258667	9310	6	2	negros	AQ	9	iguales
2	2	0.08235448598861694	6707	6	2	negros	AQ	8	blancos
3	3	0.001871754415333271	3	6	2	negros	AQ	7	[unk]
4	4	0.001593316555954516	14505	6	2	negros	AQ	6	mexicanos
5	5	0.0014741981867700815	12822	6	2	negros	AQ	5	chinos
6	6	0.0013339105062186718	9104	6	2	negros	AQ	4	americanos
7	7	0.001323858043178916	4977	6	2	negros	NC	3	hermanos
8	8	0.001150617958046496	29357	6	2	negros	AQ	2	amarillos
9	9	0.0011503052664920688	10665	6	2	negros	AQ	1	esclavos
0	0	0.2018987238407135	30958	7	2	negros	AQ	10	##s
1	1	0.13836783170700073	1018	7	2	negros	AQ	9	##es
2	2	0.04274609684944153	8300	7	2	negros	AQ	8	negros
3	3	0.029540453106164932	1014	7	2	negros	AQ	7	##os
4	4	0.028823912143707275	6707	7	2	negros	AQ	6	blancos
5	5	0.02420259267091751	28610	7	2	negros	AQ	5	dominantes
6	6	0.020838486030697823	1166	7	2	negros	AQ	4	##ados
7	7	0.019573556259274483	6246	7	2	negros	AQ	3	##itarios
8	8	0.01749718002974987	3406	7	2	negros	AQ	2	principales
9	9	0.015195741318166256	1558	7	2	negros	AQ	1	##idos
0	0	0.13520899415016174	30958	8	2	negros	AQ	10	##s
1	1	0.08704418689012527	6707	8	2	negros	AQ	9	blancos
2	2	0.061587974429130554	3406	8	2	negros	AQ	8	principales
3	3	0.030080115422606468	3521	8	2	negros	AQ	7	importantes
4	4	0.02710171975195408	28610	8	2	negros	AQ	6	dominantes
5	5	0.026982085779309273	6246	8	2	negros	AQ	5	##itarios
6	6	0.026980798691511154	8300	8	2	negros	AQ	4	negros
7	7	0.025483345612883568	3	8	2	negros	AQ	3	[unk]
8	8	0.02189832180738449	1018	8	2	negros	AQ	2	##es
9	9	0.01603882573544979	1318	8	2	negros	VSI	1	son
0	0	0.37773585319519043	8300	9	2	negros	AQ	10	negros
1	1	0.18799322843551636	6707	9	2	negros	AQ	9	blancos
2	2	0.07985331863164902	30958	9	2	negros	AQ	8	##s
3	3	0.028808588162064552	6246	9	2	negros	AQ	7	##itarios
4	4	0.013202645815908909	3734	9	2	negros	AQ	6	##ibles
5	5	0.011706783436238766	3	9	2	negros	AQ	5	[unk]
6	6	0.00864605512470007	1018	9	2	negros	AQ	4	##es
7	7	0.007843980565667152	28610	9	2	negros	AQ	3	dominantes
8	8	0.007415589410811663	1166	9	2	negros	AQ	2	##ados
9	9	0.007103306706994772	2167	9	2	negros	AQ	1	##ticos
0	0	0.2532615661621094	30958	10	2	negros	AQ	10	##s
1	1	0.049150869250297546	3521	10	2	negros	AQ	9	importantes
2	2	0.042821936309337616	9561	10	2	negros	AQ	8	populares
3	3	0.038618054240942	3406	10	2	negros	AQ	7	principales
4	4	0.038267601281404495	6707	10	2	negros	AQ	6	blancos
5	5	0.02511029690504074	2167	10	2	negros	AQ	5	##ticos
6	6	0.020518247038125992	1443	10	2	negros	AQ	4	##dos
7	7	0.013348243199288845	1166	10	2	negros	AQ	3	##ados
8	8	0.011900819838047028	1014	10	2	negros	AQ	2	##os
9	9	0.01048654317855835	1558	10	2	negros	AQ	1	##idos
0	0	0.2580762803554535	8300	11	2	negros	NC	10	negros
