	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.028228644281625748	38150	0	14	negros	AQ	10	católicos
1	1	0.02796066179871559	20477	0	14	negros	AQ	9	blancos
2	2	0.027047496289014816	30831	0	14	negros	NC	8	negros
3	3	0.02408463880419731	35514	0	14	negros	AQ	7	cristianos
4	4	0.02187671698629856	20190	0	14	negros	AQ	6	populares
5	5	0.01848462224006653	37820	0	14	negros	AQ	5	musulmanes
6	6	0.01829833909869194	15020	0	14	negros	AQ	4	sociales
7	7	0.011294865980744362	32412	0	14	negros	AQ	3	pobres
8	8	0.010916884988546371	44461	0	14	negros	AQ	2	esclavos
9	9	0.008158181793987751	22973	0	14	negros	AQ	1	comunes
0	0	0.18547020852565765	20477	1	14	negros	AQ	10	blancos
1	1	0.18276149034500122	30831	1	14	negros	AQ	9	negros
2	2	0.02349761873483658	20190	1	14	negros	AQ	8	populares
3	3	0.011344190686941147	15020	1	14	negros	AQ	7	sociales
4	4	0.011057944968342781	38150	1	14	negros	AQ	6	católicos
5	5	0.00892707146704197	38836	1	14	negros	AQ	5	rurales
6	6	0.008467544801533222	28860	1	14	negros	AQ	4	asiáticos
7	7	0.008391816169023514	32412	1	14	negros	AQ	3	pobres
8	8	0.008339758031070232	22973	1	14	negros	AQ	2	comunes
9	9	0.008218146860599518	31399	1	14	negros	AQ	1	afroamericanos
0	0	0.10834445059299469	10319	2	14	negros	DI	10	unos
1	1	0.06234777718782425	8237	2	14	negros	PI	9	otros
2	2	0.04629088565707207	20749	2	14	negros	PI	8	pocos
3	3	0.03789594769477844	10415	2	14	negros	PP	7	ellos
4	4	0.035811375826597214	13535	2	14	negros	NC	6	hombres
5	5	0.026944385841488838	27056	2	14	negros	PI	5	mismos
6	6	0.023000536486506462	17094	2	14	negros	NC	4	amigos
7	7	0.022322816774249077	10220	2	14	negros	NC	3	uns
8	8	0.011196477338671684	30831	2	14	negros	AQ	2	negros
9	9	0.009081012569367886	6911	2	14	negros	RG	1	más
0	0	0.06553006172180176	20477	3	14	negros	AQ	10	blancos
1	1	0.04641617089509964	37820	3	14	negros	AQ	9	musulmanes
2	2	0.027619710192084312	30831	3	14	negros	AQ	8	negros
3	3	0.025501267984509468	38836	3	14	negros	AQ	7	rurales
4	4	0.02013111114501953	8029	3	14	negros	NC	6	población
5	5	0.01940528117120266	32412	3	14	negros	AQ	5	pobres
6	6	0.019336005672812462	38150	3	14	negros	AQ	4	católicos
7	7	0.018634771928191185	35514	3	14	negros	AQ	3	cristianos
8	8	0.015127945691347122	37626	3	14	negros	AQ	2	residentes
9	9	0.015082092955708504	45270	3	14	negros	NC	1	inmigrantes
0	0	0.3345807194709778	20477	4	14	negros	AQ	10	blancos
1	1	0.22942538559436798	30831	4	14	negros	AQ	9	negros
2	2	0.04226893559098244	37820	4	14	negros	AQ	8	musulmanes
3	3	0.028671052306890488	31399	4	14	negros	AQ	7	afroamericanos
4	4	0.026001207530498505	28860	4	14	negros	AQ	6	asiáticos
5	5	0.01371584553271532	31107	4	14	negros	NC	5	ciudadanos
6	6	0.012022808194160461	38150	4	14	negros	AQ	4	católicos
7	7	0.011450906284153461	27938	4	14	negros	AQ	3	hispanos
8	8	0.009222445078194141	37626	4	14	negros	AQ	2	residentes
9	9	0.007429689634591341	38381	4	14	negros	AQ	1	isleños
0	0	0.17477919161319733	20477	5	14	negros	AQ	10	blancos
1	1	0.09594433009624481	30831	5	14	negros	AQ	9	negros
2	2	0.027503928169608116	28860	5	14	negros	AQ	8	asiáticos
3	3	0.02230924554169178	38836	5	14	negros	AQ	7	rurales
4	4	0.01965118572115898	9811	5	14	negros	RG	6	principalmente
5	5	0.018297575414180756	37820	5	14	negros	AQ	5	musulmanes
6	6	0.016795571893453598	37626	5	14	negros	AQ	4	residentes
7	7	0.015911800786852837	32412	5	14	negros	AQ	3	pobres
8	8	0.012824495323002338	31399	5	14	negros	AQ	2	afroamericanos
9	9	0.012259319424629211	20190	5	14	negros	AQ	1	populares
0	0	0.2859112024307251	30831	6	14	negros	NC	10	negros
1	1	0.17596496641635895	20477	6	14	negros	AQ	9	blancos
2	2	0.11541439592838287	37820	6	14	negros	AQ	8	musulmanes
3	3	0.059388261288404465	31399	6	14	negros	AQ	7	afroamericanos
4	4	0.046688858419656754	38150	6	14	negros	AQ	6	católicos
5	5	0.027912283316254616	35514	6	14	negros	AQ	5	cristianos
6	6	0.02040718123316765	27938	6	14	negros	AQ	4	hispanos
7	7	0.011299565434455872	28860	6	14	negros	AQ	3	asiáticos
8	8	0.007124820724129677	18219	6	14	negros	AQ	2	negro
9	9	0.004925007000565529	35491	6	14	negros	AQ	1	judíos
0	0	0.13542567193508148	20477	7	14	negros	AQ	10	blancos
1	1	0.09767218679189682	22643	7	14	negros	AQ	9	jóvenes
2	2	0.0705886110663414	30831	7	14	negros	AQ	8	negros
3	3	0.06583818793296814	20190	7	14	negros	AQ	7	populares
4	4	0.04081103205680847	29196	7	14	negros	AQ	6	conocidos
5	5	0.03587263077497482	45175	7	14	negros	AQ	5	ricos
6	6	0.02849522978067398	22973	7	14	negros	AQ	4	comunes
7	7	0.02722601592540741	10222	7	14	negros	AQ	3	importantes
8	8	0.022087739780545235	32412	7	14	negros	AQ	2	pobres
9	9	0.017282109707593918	21661	7	14	negros	AQ	1	pequeños
0	0	0.2057674676179886	45270	8	14	negros	NC	10	inmigrantes
1	1	0.04999634250998497	10222	8	14	negros	AQ	9	importantes
2	2	0.047892194241285324	20477	8	14	negros	AQ	8	blancos
3	3	0.04470527544617653	32412	8	14	negros	AQ	7	pobres
4	4	0.034281693398952484	45175	8	14	negros	AQ	6	ricos
5	5	0.0304239634424448	21661	8	14	negros	AQ	5	pequeños
6	6	0.02468697354197502	28860	8	14	negros	AQ	4	asiáticos
7	7	0.021728286519646645	30831	8	14	negros	AQ	3	negros
8	8	0.01959143951535225	44016	8	14	negros	AQ	2	poblado
9	9	0.016195347532629967	8014	8	14	negros	NC	1	habitantes
0	0	0.27836230397224426	20477	9	14	negros	AQ	10	blancos
1	1	0.08826982229948044	30831	9	14	negros	AQ	9	negros
2	2	0.08246520906686783	32412	9	14	negros	AQ	8	pobres
3	3	0.059561848640441895	45175	9	14	negros	AQ	7	ricos
4	4	0.024011952802538872	21661	9	14	negros	AQ	6	pequeños
5	5	0.01984398253262043	10222	9	14	negros	AQ	5	importantes
6	6	0.01764625310897827	28860	9	14	negros	AQ	4	asiáticos
7	7	0.014825692400336266	31399	9	14	negros	AQ	3	afroamericanos
8	8	0.013339033350348473	20190	9	14	negros	AQ	2	populares
9	9	0.012742537073791027	27938	9	14	negros	AQ	1	hispanos
0	0	0.2364814430475235	10222	10	14	negros	AQ	10	importantes
1	1	0.04089048132300377	20190	10	14	negros	AQ	9	populares
2	2	0.03611133620142937	41600	10	14	negros	AQ	8	destacados
3	3	0.027961043640971184	8585	10	14	negros	AQ	7	grandes
4	4	0.02659492939710617	20477	10	14	negros	AQ	6	blancos
5	5	0.02308909222483635	21661	10	14	negros	AQ	5	pequeños
