	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.013752256520092487	679	0	8	negros	NC	10	años
1	1	0.0104265958070755	1605	0	8	negros	AQ	9	grandes
2	2	0.007116785738617182	726	0	8	negros	PI	8	todos
3	3	0.00552985817193985	404	0	8	negros	Z	7	1
4	4	0.005137069150805473	316	0	8	negros	DA	6	los
5	5	0.004081926308572292	359	0	8	negros	RN	5	no
6	6	0.0038738285657018423	997	0	8	negros	RG	4	siempre
7	7	0.003621387295424938	413	0	8	negros	Z	3	2
8	8	0.0035186356399208307	6699	0	8	negros	NC	2	zapatos
9	9	0.0034331444185227156	3064	0	8	negros	NC	1	padres
0	0	0.024664176627993584	3064	1	8	negros	NC	10	padres
1	1	0.019187571480870247	1662	1	8	negros	NC	9	niños
2	2	0.00921472068876028	2342	1	8	negros	NC	8	amigos
3	3	0.008854581043124199	404	1	8	negros	Z	7	1
4	4	0.008765939623117447	10171	1	8	negros	AQ	6	felices
5	5	0.007278552278876305	7206	1	8	negros	AQ	5	libres
6	6	0.006749405525624752	726	1	8	negros	PI	4	todos
7	7	0.006525310687720776	1130	1	8	negros	PP	3	yo
8	8	0.006131195928901434	679	1	8	negros	NC	2	años
9	9	0.005040424410253763	32820	1	8	negros	AQ	1	bienvenidos
0	0	0.057555750012397766	2342	2	8	negros	NC	10	amigos
1	1	0.033209655433893204	1605	2	8	negros	AQ	9	grandes
2	2	0.027689944952726364	5839	2	8	negros	NC	8	chicos
3	3	0.02217034250497818	679	2	8	negros	NC	7	años
4	4	0.019820597022771835	3064	2	8	negros	NC	6	padres
5	5	0.019441792741417885	1662	2	8	negros	NC	5	niños
6	6	0.018867438659071922	9275	2	8	negros	NC	4	regalos
7	7	0.018067488446831703	47216	2	8	negros	NC	3	idiotas
8	8	0.0170728862285614	40351	2	8	negros	NC	2	genios
9	9	0.01486552506685257	12282	2	8	negros	NC	1	ganadores
0	0	0.0069775450974702835	32820	3	8	negros	AQ	10	bienvenidos
1	1	0.005784251727163792	293	3	8	negros	CS	9	que
2	2	0.005700938403606415	17050	3	8	negros	AQ	8	peligrosos
3	3	0.004821457900106907	404	3	8	negros	Z	7	1
4	4	0.004521140828728676	1667	3	8	negros	PP	6	nosotros
5	5	0.0042504845187067986	4080	3	8	negros	NC	5	políticos
6	6	0.0037090962287038565	1181	3	8	negros	RG	4	ahora
7	7	0.0035615439992398024	1605	3	8	negros	AQ	3	grandes
8	8	0.0035534165799617767	3064	3	8	negros	NC	2	padres
9	9	0.00354823749512434	679	3	8	negros	NC	1	años
0	0	0.013834843412041664	404	4	8	negros	Z	10	1
1	1	0.01091487891972065	726	4	8	negros	PI	9	todos
2	2	0.006040224339812994	293	4	8	negros	CS	8	que
3	3	0.005177965387701988	413	4	8	negros	Z	7	2
4	4	0.004327402450144291	679	4	8	negros	NC	6	años
5	5	0.0041772848926484585	1197	4	8	negros	PD	5	esto
6	6	0.0038991086184978485	1605	4	8	negros	AQ	4	grandes
7	7	0.0038029097486287355	625	4	8	negros	Z	3	3
8	8	0.0035963342525064945	1662	4	8	negros	NC	2	niños
9	9	0.0032962956465780735	1236	4	8	negros	PP	1	ellos
0	0	0.010418818332254887	293	5	8	negros	CS	10	que
1	1	0.008602225221693516	404	5	8	negros	Z	9	1
2	2	0.006128137931227684	5416	5	8	negros	AQ	8	alemania
3	3	0.0056092459708452225	4600	5	8	negros	AQ	7	familiares
4	4	0.005450965370982885	2578	5	8	negros	AQ	6	profesionales
5	5	0.005042996723204851	1605	5	8	negros	AQ	5	grandes
6	6	0.004349808674305677	1667	5	8	negros	PP	4	nosotros
7	7	0.004301367327570915	4080	5	8	negros	NC	3	políticos
8	8	0.00428101746365428	14417	5	8	negros	AQ	2	alemanes
9	9	0.004253564402461052	1392	5	8	negros	AQ	1	españa
0	0	0.027958665043115616	3034	6	8	negros	NC	10	libros
1	1	0.01905668154358864	5296	6	8	negros	NC	9	canciones
2	2	0.00836761761456728	13080	6	8	negros	NC	8	poemas
3	3	0.007630247622728348	7305	6	8	negros	AQ	7	originales
4	4	0.0074852523393929005	21125	6	8	negros	AQ	6	asesinos
5	5	0.007029782980680466	9961	6	8	negros	NC	5	cuentos
6	6	0.006334336008876562	7215	6	8	negros	NC	4	letras
