	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.03823830187320709	31839	0	9	españoles	AQ	10	asiáticos
1	1	0.03069271519780159	1404	0	9	españoles	NC	9	millones
2	2	0.02440287545323372	10423	0	9	españoles	AQ	8	negros
3	3	0.0191958025097847	419	0	9	españoles	RG	7	más
4	4	0.01554375234991312	1568	0	9	españoles	NC	6	mujeres
5	5	0.014600290916860104	1460	0	9	españoles	AQ	5	diferentes
6	6	0.012216498143970966	1231	0	9	españoles	RG	4	hoy
7	7	0.007794280536472797	426	0	9	españoles	AQ	3	ados
8	8	0.0071826814673841	12658	0	9	españoles	AQ	2	increíbles
9	9	0.006758459378033876	19375	0	9	españoles	AQ	1	latinos
0	0	0.24439091980457306	21996	1	9	españoles	NC	10	jovenes
1	1	0.053469736129045486	2792	1	9	españoles	AQ	9	jóvenes
2	2	0.02314072847366333	1568	1	9	españoles	NC	8	mujeres
3	3	0.020743096247315407	7382	1	9	españoles	AQ	7	adolescentes
4	4	0.016362400725483894	1662	1	9	españoles	NC	6	niños
5	5	0.011195644736289978	3280	1	9	españoles	AQ	5	estudiantes
6	6	0.010248765349388123	893	1	9	españoles	NC	4	personas
7	7	0.010064386762678623	952	1	9	españoles	CC	3	mas
8	8	0.009656256064772606	1231	1	9	españoles	RG	2	hoy
9	9	0.00629449961706996	8111	1	9	españoles	AQ	1	pobres
0	0	0.21677900850772858	2792	2	9	españoles	NC	10	jóvenes
1	1	0.09803205728530884	1662	2	9	españoles	NC	9	niños
2	2	0.036699775606393814	7382	2	9	españoles	NC	8	adolescentes
3	3	0.027607576921582222	5839	2	9	españoles	NC	7	chicos
4	4	0.022048328071832657	3726	2	9	españoles	NC	6	tipos
5	5	0.020329972729086876	679	2	9	españoles	NC	5	años
6	6	0.01956220343708992	13516	2	9	españoles	NC	4	señores
7	7	0.019527161493897438	21996	2	9	españoles	NC	3	jovenes
8	8	0.017501413822174072	2323	2	9	españoles	NC	2	hombres
9	9	0.014993941411376	20373	2	9	españoles	NC	1	muchachos
0	0	0.03827209025621414	1568	3	9	españoles	NC	10	mujeres
1	1	0.03413095325231552	28684	3	9	españoles	AQ	9	feministas
2	2	0.026939695701003075	10423	3	9	españoles	AQ	8	negros
3	3	0.0225212424993515	37722	3	9	españoles	AQ	7	racistas
4	4	0.01628466695547104	419	3	9	españoles	RG	6	más
5	5	0.01026944536715746	893	3	9	españoles	NC	5	personas
6	6	0.010237849317491055	1022	3	9	españoles	PD	4	eso
7	7	0.008655990473926067	21125	3	9	españoles	AQ	3	asesinos
8	8	0.008584977127611637	13980	3	9	españoles	AQ	2	terroristas
9	9	0.008516868576407433	8111	3	9	españoles	AQ	1	pobres
0	0	0.047588907182216644	1568	4	9	españoles	NC	10	mujeres
1	1	0.033117860555648804	419	4	9	españoles	RG	9	más
2	2	0.030124381184577942	10423	4	9	españoles	AQ	8	negros
3	3	0.029016038402915	28684	4	9	españoles	AQ	7	feministas
4	4	0.02184615097939968	8111	4	9	españoles	AQ	6	pobres
5	5	0.013481298461556435	37722	4	9	españoles	AQ	5	racistas
6	6	0.010677356272935867	893	4	9	españoles	NC	4	personas
